,UIID,label,xmin,xmax,ymin,ymax
457,33329.json,separator_line,64.0,315.25,258.25,259.25
458,33329.json,text_view,315.25,335.75,252.75,264.5
459,33329.json,image_view,340.25,346.75,253.75,263.5
460,33329.json,image_view,9.0,87.5,274.75,353.75
461,33329.json,discount,61.25,87.5,274.75,303.75
462,33329.json,price,9.0,87.5,358.0,380.0
463,33329.json,image_view,96.75,175.25,274.75,353.75
464,33329.json,discount,149.0,175.25,274.75,303.75
465,33329.json,price,96.75,175.25,358.0,380.0
466,33329.json,image_view,184.5,263.0,274.75,353.75
467,33329.json,discount,236.75,263.0,274.75,303.75
468,33329.json,price,184.5,263.0,358.0,380.0
469,33329.json,image_view,272.25,350.75,274.75,353.75
470,33329.json,discount,324.5,350.75,274.75,303.75
471,33329.json,price,272.25,350.75,358.0,380.0
472,33329.json,separator_line,0.0,360.0,384.75,385.0
473,33329.json,image_view,0.0,360.0,385.0,389.5
474,33329.json,separator_line,0.0,179.75,389.5,389.75
475,33329.json,button,0.0,179.75,389.75,420.5
476,33329.json,separator_line_v,179.75,180.25,390.25,420.5
477,33329.json,button,182.66666666666666,358.0,391.0,418.3333333333333
478,33329.json,text_view,298.0,319.0,398.25,411.25
479,33329.json,separator_line,180.25,360.0,420.25,420.5
480,33329.json,image_view,3.833333333333343,177.08333333333334,425.0,598.0
481,33329.json,image_view,182.25,355.5,425.0,598.0
482,33329.json,menu_dashs,7.0,33.25,28.75,55.0
483,33329.json,image_view,137.25,222.5,21.75,62.0
484,33329.json,wish_list,321.5,360.0,22.75,61.25
485,33329.json,separator_line,0.0,360.0,62.75,63.0
486,33329.json,icon_button,19.0,39.25,561.25,581.5
487,33329.json,separator_line_v,49.25,50.25,561.25,581.5
488,33329.json,search_button,59.33333333333333,79.58333333333333,561.2500000000001,581.5000000000001
489,33329.json,separator_line_v,90.25,91.25,561.25,581.5
490,33329.json,cart_icon_button,101.0,121.25,561.25,581.5
491,33329.json,card,6.666666666666668,90.0,125.66666666666667,235.0
492,33329.json,card,95.33333333333333,178.66666666666666,125.66666666666669,235.0
493,33329.json,card,271.33333333333337,354.66666666666663,125.00000000000003,234.33333333333334
494,33329.json,card,182.66666666666666,266.0,125.0,234.33333333333334
495,33329.json,card,182.66666666666669,266.0,273.0,382.33333333333337
496,33329.json,card,271.33333333333337,354.66666666666663,273.0,382.33333333333337
497,33329.json,card,6.666666666666668,90.0,273.66666666666663,383.0
498,33329.json,card,95.33333333333333,178.66666666666669,273.6666666666667,383.0
499,33329.json,card_partial,6.000000000000002,88.66666666666667,63.66666666666667,87.0
500,33329.json,card_partial,94.00000000000001,176.66666666666669,64.33333333333334,87.66666666666667
501,33329.json,card_partial,270.66666666666663,353.33333333333337,63.66666666666667,87.0
502,33329.json,card_partial,182.66666666666669,265.33333333333337,63.0,86.33333333333333
503,33329.json,box_outline,4.666666666666668,135.33333333333334,549.6666666666666,595.0
504,26081.json,image_view,51.75,308.25,127.5,371.25
505,26081.json,image_view,208.75,280.0,217.25,342.75
506,26081.json,text_view,52.0,308.0,458.3333333333333,511.66666666666663
507,26081.json,text_button,265.5,342.5,542.0,584.0
508,26081.json,navigator_dots,161.75,204.5,559.75,566.0
509,41915.json,icon_button,0.0,25.5,21.0,46.5
510,41915.json,image_view,13.666666666666668,346.3333333333333,35.0,71.0
511,41915.json,text_view,67.66666666666667,295.0,171.66666666666666,205.0
512,41915.json,image_view,153.0,207.0,103.66666666666666,156.33333333333334
513,41915.json,email,25.666666666666664,335.0,229.66666666666669,268.3333333333334
514,41915.json,password,26.999999999999993,334.3333333333333,267.6666666666667,309.00000000000006
515,41915.json,log_in,26.333333333333336,334.33333333333337,318.33333333333337,351.6666666666667
516,41915.json,tb_forgot_password,105.00000000000001,193.0,412.3333333333333,424.3333333333333
517,41915.json,text_button,199.0,255.00000000000003,412.3333333333333,426.3333333333333
518,41915.json,text_button,70.33333333333334,134.33333333333337,487.0,500.33333333333337
519,41915.json,text_button,61.0,145.0,502.33333333333326,517.6666666666666
520,41915.json,text_button,58.33333333333333,145.0,520.3333333333334,533.6666666666667
521,41915.json,text_button,82.99999999999999,123.0,534.3333333333334,547.6666666666667
522,41915.json,text_button,237.66666666666666,279.0,487.6666666666667,501.00000000000006
523,41915.json,text_button,231.66666666666666,283.0,503.6666666666667,515.6666666666667
524,41915.json,text_button,233.66666666666666,279.0,517.6666666666666,531.0
525,41915.json,icon_button,249.00000000000006,267.00000000000006,533.0,550.3333333333334
526,41915.json,text_view,138.33333333333334,223.0,557.6666666666666,569.0
527,41915.json,box_outline,11.0,347.6666666666667,33.0,583.6666666666666
528,41915.json,tb_sign_up,135.0,225.0,359.6666666666667,375.6666666666667
529,41915.json,text_button,154.33333333333334,204.33333333333334,385.6666666666667,398.3333333333333
530,13770.json,image_view,5.5,354.25,281.5,398.25
531,13770.json,navigation_dots,144.25,215.5,409.5,427.25
532,13770.json,text_view,26.25,333.75,440.75,489.75
533,13770.json,log_in,26.25,333.75,498.5,547.5
534,13770.json,separator_line,0.0,360.0,560.75,561.0
535,13770.json,image_view,87.75,115.75,565.5,593.5
536,13770.json,fb_button,84.33333333333333,283.0,563.6666666666666,597.0
537,12161.json,image_view,85.5,274.5,82.25,130.75
538,12161.json,edit_text,17.5,342.5,165.75,204.5
539,12161.json,text_view,106.25,253.5,239.5,260.5
540,12161.json,text_view,97.0,262.75,269.25,372.5
541,12161.json,log_in,0.0,360.0,486.0,542.0
542,12161.json,sign_up,0.0,360.0,542.0,598.0
543,43494.json,icon_button,0.0,49.0,21.0,70.0
544,43494.json,search_button,276.0,318.0,24.5,66.5
545,43494.json,cart_icon_button,318.0,360.0,24.5,66.5
546,43494.json,drop_down_list,63.0,193.0,33.75,57.0
547,43494.json,image_view,7.0,176.5,80.5,250.0
548,43494.json,text_view,14.0,169.5,257.0,309.5
549,43494.json,text_view,14.0,108.75,309.5,330.75
550,43494.json,rating_bar,14.0,84.0,330.75,351.75
551,43494.json,text_view,84.0,100.75,332.5,351.75
552,43494.json,image_view,183.5,353.0,80.5,250.0
553,43494.json,text_view,190.5,346.0,257.0,309.5
554,43494.json,price,190.5,275.5,309.5,330.75
555,43494.json,rating_bar,190.5,260.5,330.75,351.75
556,43494.json,text_view,260.5,277.25,332.5,351.75
557,43494.json,image_view,7.0,176.5,365.75,535.25
558,43494.json,text_view,14.0,169.5,542.25,594.75
559,43494.json,image_view,183.5,353.0,365.75,535.25
560,43494.json,text_view,190.5,346.0,542.25,594.75
561,43494.json,icon_button,291.5,349.5,526.0,587.5
562,43494.json,card,6.0,176.66666666666666,79.66666666666667,358.3333333333333
563,43494.json,card,183.33333333333334,354.00000000000006,78.99999999999999,357.66666666666663
564,43494.json,card,182.66666666666669,354.6666666666667,362.3333333333333,597.0
565,43494.json,card,5.333333333333329,178.0,363.0,597.0
566,35091.json,text_view,35.0,325.0,149.75,201.75
567,35091.json,text_view,35.0,325.0,205.25,223.0
568,35091.json,image_view,49.0,70.0,272.0,293.0
569,35091.json,google_button,35.0,326.3333333333333,258.3333333333333,307.0
570,35091.json,text_view,50.75,68.25,334.0,355.25
571,35091.json,fb_button,35.0,324.3333333333333,321.0,370.3333333333333
572,35091.json,text_view,50.75,68.25,396.25,417.5
573,35091.json,email_button,35.0,325.0,381.6666666666667,431.6666666666667
574,35091.json,text_button,146.25,213.5,449.0,465.5
575,35091.json,image_view,145.0,215.0,500.5,518.0
576,Soliha_screen_0532.json,label,56.0,617.0,495.0,573.0
577,Soliha_screen_0532.json,ActionBar$Tab,0.0,720.0,624.0,792.0
578,Soliha_screen_0532.json,label,235.0,485.0,689.0,742.0
579,Soliha_screen_0532.json,ActionBar$Tab,720.0,1440.0,624.0,792.0
580,Soliha_screen_0532.json,label,971.0,1186.0,688.0,731.0
581,Soliha_screen_0532.json,label,116.0,359.0,943.0,988.0
582,Soliha_screen_0532.json,label,1201.0,1326.0,943.0,978.0
583,Soliha_screen_0532.json,label,113.0,513.0,1033.0,1087.0
584,Soliha_screen_0532.json,image,112.0,196.0,1102.0,1186.0
585,Soliha_screen_0532.json,label,214.0,936.0,1113.0,1165.0
586,Soliha_screen_0532.json,image,1065.0,1384.0,1045.0,1245.0
587,Soliha_screen_0498.json,image,360.0,1080.0,308.0,1028.0
588,Soliha_screen_0498.json,label,528.0,917.0,1135.0,1197.0
589,Soliha_screen_0498.json,label,61.0,549.3333333333335,1629.0,1745.3333333333335
590,Soliha_screen_0498.json,icon_button,1048.0,1160.0,1599.0,1767.0
591,Soliha_screen_0498.json,icon_button,1160.0,1272.0,1599.0,1767.0
592,Soliha_screen_0498.json,icon_button,1272.0,1384.0,1599.0,1767.0
593,Soliha_screen_0498.json,label,57.0,966.0,1853.0,1974.5
594,Soliha_screen_0498.json,icon_button,1048.0,1160.0,1823.0,1991.0
595,Soliha_screen_0498.json,icon_button,1160.0,1272.0,1823.0,1991.0
596,Soliha_screen_0498.json,icon_button,1272.0,1384.0,1823.0,1991.0
597,Soliha_screen_0498.json,label,61.0,978.5,2077.0,2187.0
598,Soliha_screen_0498.json,icon_button,1048.0,1160.0,2047.0,2215.0
599,Soliha_screen_0498.json,icon_button,1160.0,1272.0,2047.0,2215.0
600,Soliha_screen_0498.json,icon_button,1272.0,1384.0,2047.0,2215.0
601,Soliha_screen_0498.json,label,61.0,937.0,2301.0,2351.0
602,Soliha_screen_0498.json,icon_button,1048.0,1160.0,2271.0,2407.0
603,Soliha_screen_0498.json,icon_button,1160.0,1272.0,2271.0,2407.0
604,Soliha_screen_0498.json,icon_button,1272.0,1384.0,2271.0,2407.0
605,Soliha_screen_0498.json,button,482.0,959.0,1319.0,1487.0
606,Soliha_screen_0498.json,icon_button,0.0,140.0,112.0,252.0
607,Soliha_screen_0498.json,icon_button,1160.0,1300.0,112.0,252.0
608,Soliha_screen_0498.json,icon_button,1300.0,1440.0,112.0,252.0
609,Soliha_screen_0498.json,image,0.0,168.0,2421.0,2589.0
610,Soliha_screen_0498.json,label,314.0,1128.0,2488.0,2531.0
611,Soliha_screen_0498.json,icon_button,1272.0,1440.0,2421.0,2589.0
612,Soliha_screen_0498.json,image,127.0,233.0,2621.0,2729.0
613,Soliha_screen_0498.json,label,135.0,226.0,2739.0,2765.0
614,Soliha_screen_0498.json,image,487.0,593.0,2621.0,2729.0
615,Soliha_screen_0498.json,label,486.0,591.0,2739.0,2765.0
616,Soliha_screen_0498.json,image,847.0,953.0,2621.0,2729.0
617,Soliha_screen_0498.json,label,805.0,995.0,2738.0,2771.0
618,Soliha_screen_0498.json,image,1207.0,1313.0,2621.0,2729.0
619,Soliha_screen_0498.json,label,1192.0,1327.0,2738.0,2765.0
620,54428.json,menu_dashs,1.75,50.75,21.0,70.0
621,54428.json,text_view,129.75,230.25,33.75,57.0
622,54428.json,msg_icon,309.25,358.25,21.0,70.0
623,54428.json,text_view,102.0,258.0,139.5,174.5
624,54428.json,image_view,120.25,239.75,183.25,302.75
625,54428.json,text_view,28.0,332.0,311.5,375.75
626,54428.json,fb_button,28.0,332.0,393.25,435.5
627,54428.json,twitter_button,28.0,332.0,435.5,477.5
628,54428.json,email_button,28.0,177.25,477.5,519.5
629,54428.json,sm_button,180.0,332.0,477.5,519.5
630,Soliha_screen_0162.json,image,0.0,162.0,0.0,196.0
631,Soliha_screen_0162.json,label,219.0,363.0,78.0,119.0
632,Soliha_screen_0162.json,label,1197.0,1385.0,71.0,120.0
633,Soliha_screen_0162.json,label,659.0,781.0,649.0,688.0
634,Soliha_screen_0162.json,label,256.0,464.0,894.0,932.0
635,Soliha_screen_0162.json,label,874.0,1289.0,894.0,941.0
636,Soliha_screen_0162.json,label,336.0,1108.0,1958.0,2017.0
637,Soliha_screen_0162.json,label,225.0,1216.0,2087.0,2195.0
638,Soliha_screen_0162.json,image,507.66666666666697,945.166666666667,1549.5,1895.3333333333335
639,Soliha_screen_0162.json,image,528.5,911.8333333333335,216.16666666666669,570.3333333333334
640,10625.json,image_view,17.5,342.5,91.0,244.25
641,10625.json,image_view,30.75,72.75,323.25,365.25
642,10625.json,email,30.33333333333333,329.0,322.3333333333333,366.3333333333333
643,10625.json,image_view,30.75,72.75,366.25,408.25
644,10625.json,password,30.33333333333333,330.3333333333333,366.3333333333333,409.6666666666667
645,10625.json,log_in,30.75,329.25,434.5,483.5
646,10625.json,tb_forgot_password,51.66666666666667,210.33333333333334,493.6666666666667,534.3333333333334
647,10625.json,image_view,181.25,205.75,501.0,525.5
648,10625.json,tb_sign_up,222.33333333333331,312.3333333333333,493.0,535.0
649,10625.json,image_view,281.0,305.5,501.0,525.5
650,5564.json,text_view,111.33333333333333,249.33333333333331,116.33333333333333,151.0
651,5564.json,fb_button,8.25,351.75,473.5,508.5
652,5564.json,log_in,8.25,171.75,522.5,557.5
653,5564.json,sign_up,188.25,351.75,522.5,557.5
654,5564.json,tb_privacy_terms,8.25,303.5,571.5,591.0
655,71623.json,image_view,31.25,150.25,125.75,258.75
656,71623.json,text_view,6.0,55.5,240.0,258.75
657,71623.json,icon_button,146.0,172.25,262.25,288.5
658,71623.json,text_view,20.0,132.0,265.75,280.0
659,71623.json,text_view,20.0,45.5,280.0,294.25
660,71623.json,price,128.75,161.75,315.5,329.75
661,71623.json,price_s,124.75,161.75,301.25,315.5
662,71623.json,discount,20.0,61.0,315.5,329.75
663,71623.json,card,6.0,175.75,118.75,357.0
664,71623.json,image_view,209.5,328.5,125.75,258.75
665,71623.json,text_view,184.25,233.75,240.0,258.75
666,71623.json,icon_button,324.25,350.5,262.25,288.5
667,71623.json,text_view,198.25,310.25,265.75,280.0
668,71623.json,text_view,198.25,223.75,280.0,294.25
669,71623.json,price,307.0,340.0,315.5,329.75
670,71623.json,price_s,303.0,340.0,301.25,315.5
671,71623.json,discount,198.25,239.25,315.5,329.75
672,71623.json,card,184.25,354.0,118.75,357.0
673,71623.json,image_view,31.25,150.25,374.0,507.0
674,71623.json,text_view,6.0,55.5,488.25,507.0
675,71623.json,icon_button,146.0,172.25,510.5,536.75
676,71623.json,text_view,20.0,132.0,514.0,528.25
677,71623.json,text_view,20.0,45.5,528.25,542.5
678,71623.json,price,128.75,161.75,563.75,578.0
679,71623.json,price_s,124.75,161.75,549.5,563.75
680,71623.json,discount,20.0,61.0,563.75,578.0
681,71623.json,card,6.0,175.75,367.0,598.0
682,71623.json,image_view,209.5,328.5,374.0,507.0
683,71623.json,text_view,184.25,233.75,488.25,507.0
684,71623.json,icon_button,324.25,350.5,510.5,536.75
685,71623.json,text_view,198.25,310.25,514.0,528.25
686,71623.json,text_view,198.25,223.75,528.25,542.5
687,71623.json,price,307.0,340.0,563.75,578.0
688,71623.json,price_s,303.0,340.0,549.5,563.75
689,71623.json,discount,198.25,239.25,563.75,578.0
690,71623.json,card,184.25,354.0,367.0,598.0
691,71623.json,icon_button,0.0,49.0,21.0,70.0
692,71623.json,sort,197.25,239.25,24.5,66.5
693,71623.json,search_button,239.25,281.25,24.5,66.5
694,71623.json,cart_icon_button,281.25,325.0,23.5,67.25
695,71623.json,menu_dots,325.0,360.0,24.5,66.5
696,71623.json,text_view,7.0,83.25,70.0,112.0
697,71623.json,text_view,83.25,162.0,70.0,112.0
698,71623.json,image_view,0.0,360.0,112.0,114.75
699,Soliha_screen_0477.json,icon_button,0.0,168.0,84.0,252.0
700,Soliha_screen_0477.json,label,316.0,1127.0,817.0,888.0
701,Soliha_screen_0477.json,label,112.0,1286.0,937.0,1184.0
702,Soliha_screen_0477.json,label,491.0,942.0,1383.0,1430.0
703,Soliha_screen_0477.json,label,168.0,1249.3333333333335,1656.0,2424.5
704,Soliha_screen_0477.json,button,88.0,1354.0,2547.0,2715.0
705,Soliha_screen_0477.json,image,136.83333333333348,395.16666666666674,1332.8333333333335,1578.6666666666667
706,Soliha_screen_0027.json,icon_button,0.0,196.0,84.0,280.0
707,Soliha_screen_0027.json,label,254.0,508.0,158.0,224.0
708,Soliha_screen_0027.json,icon_button,1272.0,1440.0,84.0,280.0
709,Soliha_screen_0027.json,label,59.0,316.0,2476.0,2522.0
710,Soliha_screen_0027.json,label,59.0,367.0,2664.0,2710.0
711,Soliha_screen_0027.json,label,186.83333333333348,1357.666666666667,357.83333333333337,516.1666666666667
712,Soliha_screen_0027.json,icon,32.66666666666674,178.5,362.0,512.0
713,Soliha_screen_0027.json,label,189.00000000000045,1366.0,651.6666666666666,887.0
714,Soliha_screen_0027.json,label,187.00000000000045,1382.666666666667,1024.6666666666665,1270.3333333333335
715,Soliha_screen_0027.json,label,189.16666666666697,1361.8333333333335,1401.8333333333333,1595.3333333333335
716,Soliha_screen_0027.json,label,187.16666666666697,1366.0,1712.3333333333333,1949.5
717,Soliha_screen_0027.json,label,185.16666666666697,1353.5,2085.3333333333335,2324.5
718,Soliha_screen_0027.json,icon,39.0,184.83333333333326,705.8333333333334,855.8333333333334
719,Soliha_screen_0027.json,icon,28.666666666666742,174.5,1083.0,1233.0
720,Soliha_screen_0027.json,icon,30.833333333333258,176.66666666666652,1422.6666666666667,1572.6666666666667
721,Soliha_screen_0027.json,icon,37.16666666666674,183.0,1762.3333333333335,1912.3333333333335
722,Soliha_screen_0027.json,icon,26.833333333333258,172.66666666666652,2135.3333333333335,2285.3333333333335
723,768.json,icon_button,318.0,353.0,28.0,63.0
724,768.json,image_view,105.5,254.25,21.0,170.75
725,768.json,email,110.0,250.0,170.75,212.75
726,768.json,password,110.0,250.0,221.5,263.5
727,768.json,tb_forgot_password,110.0,250.0,272.25,288.75
728,768.json,log_in,127.5,232.5,297.5,339.5
729,Soliha_screen_0318.json,icon_button,0.0,196.0,84.0,280.0
730,Soliha_screen_0318.json,label,202.0,447.0,155.0,217.0
731,Soliha_screen_0318.json,ActionBar$Tab,84.0,720.0,280.0,476.0
732,Soliha_screen_0318.json,label,342.0,461.0,360.0,409.0
733,Soliha_screen_0318.json,ActionBar$Tab,720.0,1356.0,280.0,476.0
734,Soliha_screen_0318.json,label,944.0,1131.0,358.0,399.0
735,Soliha_screen_0318.json,label,86.0,580.0,550.0,603.0
736,Soliha_screen_0318.json,switch_checked,1202.0,1356.0,523.0,618.0
737,Soliha_screen_0318.json,dropdown_menu,0.0,543.0,709.0,882.0
738,Soliha_screen_0318.json,label,86.0,298.0,774.0,819.0
739,Soliha_screen_0318.json,label,237.0,1206.0,1753.0,1895.0
740,25711.json,text_view,21.0,96.0,418.25,433.6666666666667
741,25711.json,button,0.0,360.0,556.0,598.0
742,25711.json,image_view,0.0,359.0,21.0,359.0
743,25711.json,text_button,256.0,338.0,317.6666666666667,345.6666666666667
744,25711.json,price,18.666666666666668,226.0,381.6666666666667,413.6666666666667
745,25711.json,text_view,20.33333333333333,95.33333333333333,438.25,453.6666666666667
746,25711.json,text_button,15.333333333333332,95.33333333333333,481.0,499.0
747,25711.json,text_button,126.0,210.0,481.0,500.3333333333333
748,25711.json,map,240.0,273.3333333333333,481.6666666666667,500.3333333333333
749,25711.json,text_view,17.333333333333332,185.33333333333334,533.0,551.0
750,62760.json,image_view,0.0,360.0,0.0,70.0
751,62760.json,icon_button,0.0,49.0,21.0,70.0
752,62760.json,image_view,63.0,225.0,21.0,70.0
753,62760.json,filter_button,225.0,274.0,24.5,66.5
754,62760.json,search_button,274.0,317.0,24.5,66.5
755,62760.json,cart_icon_button,317.0,360.0,24.5,66.5
756,62760.json,text_view,9.333333333333332,169.5,113.0,122.0
757,62760.json,price,10.5,30.75,125.5,140.0
758,62760.json,price_s,30.75,51.75,127.5,139.5
759,62760.json,discount,10.5,169.5,140.0,177.25
760,62760.json,text_view,185.33333333333334,349.5,112.33333333333333,122.0
761,62760.json,price,190.5,210.75,125.5,140.0
762,62760.json,price_s,210.75,231.75,127.5,139.5
763,62760.json,discount,190.5,349.5,140.0,177.25
764,62760.json,image_view,23.0,157.0,184.25,351.75
765,62760.json,text_view,10.5,169.5,358.75,369.75
766,62760.json,text_view,10.5,169.5,369.75,384.0
767,62760.json,price,10.5,47.0,387.5,402.0
768,62760.json,price_s,47.0,67.25,389.5,401.5
769,62760.json,discount,10.5,169.5,402.0,439.25
770,62760.json,image_view,203.0,337.0,184.25,351.75
771,62760.json,text_view,190.5,349.5,358.75,369.75
